text,sentiment,urgency,categories_vector,categories_str
Thank you so much for the surprise hidden fees. Made my day.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"It took two days to get an email reply, which is too slow.!",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Bluetooth on the smartwatch stopped pairing after the last update.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"The blender works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The software update bricked my device completely.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The smartwatch won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I heard a popping sound from the phone and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
best laptop i have ever owned.,positive,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"I love the camera quality, but the battery on this smartwatch is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"The keyboard mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
You charged me twice for my charger and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
Is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The refund was processed very quickly, thank you.",positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I paid for overnight shipping and it's been a week. Refund my shipping costs now!,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The packaging was excellent and very secure.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
When will my next payment be due?!,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
i canceled my subscription months ago and you just billed me $100. refund immediately!,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I just love getting billed twice for the same order. Such a generous company.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"I love the camera quality, but the battery on this mouse is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My order arrived exactly as described and right on time. Great experience!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The battery on my phone is visibly swelling. What should I do?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"Great sound quality, but the casing on the monitor melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the monitor emitted an electric shock when i touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
FRAUD! I never purchased a charger from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
My phone is delayed by several days. What is the status?,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The keyboard was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"It's a beautiful mouse, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The new firmware update fixed all my issues. Great work!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"Works great overall, but there is a persistent electric burning smell from the blender.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I placed an order 3 hours ago and it still shows as pending.!!,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I just love getting billed twice for the same order. Such a generous company.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"The charger works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
It's amazing how this laptop doubles as a space heater. Too bad it won't boot up.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
You charged me twice for my tablet and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
There's a chemical smell coming from the monitor when it charges.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My mouse tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
Can I change the size of the item in my existing order?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I keep getting error code 502 on the keyboard. No documentation explains it.!,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
How do I change my account email address?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Can I change the shipping address after the order is placed?!,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"Great sound quality, but the casing on the blender melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Can I get a refund to store credit instead of my original payment method?!,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I keep getting error code 502 on the mouse. No documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Your billing portal is incredibly easy to use.,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
what is your refund policy for digital products?,positive,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
My order arrived exactly as described and right on time. Great experience!!!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The order confirmation email had the wrong items listed.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I returned the keyboard two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
"The keyboard works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Decent performance, but the phone gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"The mouse mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
My headphones arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
how do i update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I can't access my account and I need to cancel an order urgently.!!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"Decent performance, but the keyboard gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My mouse tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
What is your refund policy for digital products?,positive,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
What are your support hours?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The charger won't turn on after the latest firmware update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
"Decent performance, but the phone gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Decent performance, but the smartwatch gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
I can't remember my username. How do I recover it?!,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The phone was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I love the camera quality, but the battery on this phone is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I'm so thrilled that my overnight delivery managed to arrive only two weeks late.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Bluetooth on the blender stopped pairing after the last update.!!,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my monitor and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
I've been locked out of my account for 3 days. I have orders pending!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The monitor mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My headphones tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
could someone help me understand my latest invoice?!,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
Very impressed with the fast email response.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
What is your refund policy for digital products?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Can I change the shipping address after the order is placed?!!,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I opened the box and the screen on the blender is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I returned the mouse two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
i was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The chatbot is useless and I can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"The headphones mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
i returned the keyboard two weeks ago and still haven't received a refund.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
How long does the battery last on the tablet?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
What is your refund policy for digital products?!,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
Thanks for charging me twice and then telling me to wait 10 business days every time I contact support.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I opened the box and the screen on the charger is completely shattered.!!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
the headphones started smoking while charging. i'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"Works great overall, but there is a persistent electric burning smell from the mouse.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Really impressive how your agent confidently gave me completely wrong information.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
